KLAQU,KL Acquisition Corp,KL Acquisition Corp is a blank check company. The company is headquartered in New York  New York.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KLAQW,KL Acquisition Corp,None,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KLDO,Kaleido Biosciences Inc,Kaleido Biosciences  Inc.  a clinical-stage healthcare company  develops metabolic microbiome therapies. The company is headquartered in Lexington  Massachusetts.,NASDAQ,Life Sciences,Biological Products  (No Disgnostic Substances),04/10/2021 21:00
KLIC,Kulicke and Soffa Industries Inc,Kulicke and Soffa Industries  Inc. designs  manufactures and sells capital equipment and tools for assembling semiconductor devices. The company is headquartered in Singapore.,NASDAQ,Manufacturing,Semiconductors & Related Devices,04/10/2021 21:00
KLR,Kaleyra Inc,Kaleyra  Inc. provides mobile communication services for financial institutions and businesses of various sizes globally. The company is headquartered in Milan  Italy.,NYSE,Technology,Services-Computer Processing & Data Preparation,04/10/2021 21:00
KLTR,Kaltura  Inc. Common Stock,None,NASDAQ,Technology,General,04/10/2021 21:00
KLXE,KLX Energy Services Holdings Inc,KLX Energy Services Holdings  Inc. provides well drilling  completion  production and intervention services and products to the onshore oil and gas producing regions of the United States. The company is headquartered in Houston  Texas.,NASDAQ,Energy & Transportation,Oil & Gas Field Services  Nec,04/10/2021 21:00
KMB,Kimberly-Clark Corporation,Kimberly-Clark Corporation is an American multinational personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue  Kotex feminine hygiene products  Cottonelle  Scott and A,NYSE,Manufacturing,Converted Paper & Paperboard Prods (No Contaners/Boxes),04/10/2021 21:00
KMDA,Kamada Ltd,Kamada Ltd. develops  produces and markets plasma-derived protein therapies for orphan indications. The company is headquartered in Rehovot  Israel.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KMI,Kinder Morgan Inc,Kinder Morgan  Inc. is one of the largest energy infrastructure companies in North America. The company specializes in owning and controlling oil and gas pipelines and terminals.,NYSE,Energy & Transportation,Natural Gas Transmission,04/10/2021 21:00
KMPH,KemPharm Inc,KemPharm  Inc.  a specialty pharmaceutical company  discovers and develops several proprietary prodrugs to treat serious medical conditions in the United States. The company is headquartered in Celebration  Florida.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KMPR,Kemper Corporation,Kemper Corporation  a diversified insurance holding company  offers property and casualty and life and health insurance in the United States. The company is headquartered in Chicago  Illinois.,NYSE,Finance,Fire  Marine & Casualty Insurance,04/10/2021 21:00
KMT,Kennametal Inc,Kennametal Inc. develops and applies tungsten carbides  ceramics and super hard materials and solutions for use in extreme wear and metal cutting applications to enable customers to work against corrosion and high temperature conditions around the world. The company is headquartered in Pittsburgh  Pennsylvania.,NYSE,Technology,Machine Tools  Metal Cutting Types,04/10/2021 21:00
KMX,CarMax Inc,CarMax is a used vehicle retailer based in the United States. It operates two business segments: CarMax Sales Operations and CarMax Auto Finance.,NYSE,Trade & Services,Retail-Auto Dealers & Gasoline Stations,04/10/2021 21:00
KN,Knowles Corporation,Knowles Corporation designs  manufactures and sells microacoustic  audio processing and precision device solutions for the mobile consumer electronics  communications  medical technology  defense  electric and industrial vehicle markets. The company is headquartered in Itasca  Illinois.,NYSE,Manufacturing,Household Audio & Video Equipment,04/10/2021 21:00
KNBE,KnowBe4 Inc,KnowBe4  Inc. participates in the development of security awareness training and a mock phishing platform. The company is headquartered in Clearwater  Florida.,NASDAQ,Technology,Services-Computer Programming  Data Processing  Etc.,04/10/2021 21:00
KNDI,Kandi Technologies Group Inc,Kandi Technologies Group  Inc. develops  produces and distributes electric vehicle (EV) and off-road vehicle products and parts in the People's Republic of China and internationally. The company is headquartered in Jinhua  the People's Republic of China.,NASDAQ,Manufacturing,Motor Vehicles & Passenger Car Bodies,04/10/2021 21:00
KNOP,KNOT Offshore Partners LP,KNOT Offshore Partners LP owns and operates tanker vessels under long-term charters in the North Sea and Brazil. The company is headquartered in Aberdeen  the United Kingdom.,NYSE,Energy & Transportation,Water Transportation,04/10/2021 21:00
KNSA,Kiniksa Pharmaceuticals Ltd,None,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KNSL,Kinsale Capital Group Inc,Kinsale Capital Group  Inc.  a specialty insurance company  offers property and casualty insurance products in the United States. The company is headquartered in Richmond  Virginia.,NASDAQ,Finance,Fire  Marine & Casualty Insurance,04/10/2021 21:00
KNTE,Kinnate Biopharma Inc,Kinnate Biopharma Inc.  a biopharmaceutical company  focuses on the discovery and development of small molecule kinase inhibitors to treat genomically defined cancers. The company is headquartered in San Diego  California.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KNX,Knight-Swift Transportation Holdings Inc,Knight-Swift Transportation Holdings Inc.  provides truck cargo transportation services in the United States  Mexico and Canada. The company is headquartered in Phoenix  Arizona.,NYSE,Energy & Transportation,Trucking (No Local),04/10/2021 21:00
KO,The Coca-Cola Company,The Coca-Cola Company is an American multinational beverage corporation incorporated under Delaware's General Corporation Law and headquartered in Atlanta  Georgia. The Coca-Cola Company has interests in the manufacturing  retailing  and marketing of nonalcoholic beverage concentrates and syrups.,NYSE,Manufacturing,Beverages,04/10/2021 21:00
KOD,Kodiak Sciences Inc,Kodiak Sciences Inc.  a clinical-stage biopharmaceutical company  is dedicated to researching  developing  and marketing therapies to treat retinal diseases in the United States and international markets. The company is headquartered in Palo Alto  California.,NASDAQ,Life Sciences,Biological Products  (No Disgnostic Substances),04/10/2021 21:00
KODK,Eastman Kodak Company,Eastman Kodak Company provides hardware  software  supplies and services to customers in the commercial printing  packaging  publishing  manufacturing  commercial entertainment and film  and consumer products markets globally. The company is headquartered in Rochester  New York.,NYSE,Life Sciences,Photographic Equipment & Supplies,04/10/2021 21:00
KOF,Coca-Cola FEMSA S.A.B. de C.V,Coca-Cola FEMSA  SAB de CV  a franchise bottler  produces  markets  sells and distributes Coca-Cola brand beverages. The company is headquartered in Mexico City  Mexico.,NYSE,Manufacturing,Bottled & Canned Soft Drinks & Carbonated Waters,04/10/2021 21:00
KOP,Koppers Holdings Inc,Koppers Holdings Inc. offers treated wood products  wood treatment chemicals  and carbon compounds in the United States  Australasia  Europe  and internationally. The company is headquartered in Pittsburgh  Pennsylvania.,NYSE,Manufacturing,Lumber & Wood Products (No Furniture),04/10/2021 21:00
KOPN,Kopin Corporation,Kopin Corporation invents  develops  manufactures  and sells head and portable components  subassemblies  and systems in the United States  Asia-Pacific  Europe  and internationally. The company is headquartered in Westborough  Massachusetts.,NASDAQ,Manufacturing,Semiconductors & Related Devices,04/10/2021 21:00
KOR,Corvus Gold Inc,Corvus Gold Inc. acquires  explores and develops mineral properties primarily in Canada and the United States. The company is headquartered in Vancouver  Canada.,NASDAQ,Energy & Transportation,Gold And Silver Ores,04/10/2021 21:00
KOS,Kosmos Energy Ltd,Kosmos Energy Ltd.  an independent deepwater oil and gas exploration and production company  focuses on the Atlantic margins. The company is headquartered in Dallas  Texas.,NYSE,Energy & Transportation,Crude Petroleum & Natural Gas,04/10/2021 21:00
KOSS,Koss Corporation,Koss Corporation designs  manufactures  and sells stereo headphones and related accessories in the United States  the Czech Republic  Sweden  Canada  the Russian Federation  Australia  Malaysia  and internationally. The company is headquartered in Milwaukee  Wisconsin.,NASDAQ,Manufacturing,Household Audio & Video Equipment,04/10/2021 21:00
KPLT,Katapult Holdings Inc,Katapult Group  Inc.  doing business as Zibby  develops and operates a monthly lease-to-own payment platform to help consumers purchase durable goods from retailers in the United States. The company is headquartered in New York  New York.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KPLTW,Katapult Holdings Equity Warrants Exp 09 June 2026,None,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KPTI,Karyopharm Therapeutics Inc,Karyopharm Therapeutics Inc.  a pharmaceutical company  is dedicated to the discovery  development and commercialization of various drugs directed against nuclear export and related targets for the treatment of cancer and other diseases. The company is headquartered in Newton  Massachusetts.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KR,The Kroger Co,The Kroger Company  or simply Kroger  is an American retail company founded by Bernard Kroger in 1883 in Cincinnati  Ohio.,NYSE,Trade & Services,Retail-Grocery Stores,04/10/2021 21:00
KRA,Kraton Corporation,Kraton Corporation manufactures and sells styrene block copolymers  specialty polymers  and other products in the Americas  Europe  the Middle East  Africa  and Asia Pacific. The company is headquartered in Houston  Texas.,NYSE,Life Sciences,Plastic Materials  Synth Resins & Nonvulcan Elastomers,04/10/2021 21:00
KRBP,Kiromic BioPharma Inc,Kiromic BioPharma  Inc.  a gene editing and target discovery company  focuses on the development of immuno-oncology therapies for the treatment of blood cancers and solid tumors. The company is headquartered in Houston  Texas.,NASDAQ,Life Sciences,Biological Products  (No Disgnostic Substances),04/10/2021 21:00
KRC,Kilroy Realty Corporation,Kilroy Realty Corporation (NYSE: KRC  the? ,NYSE,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
KREF,KKR Real Estate Finance Trust Inc,KKR Real Estate Finance Trust Inc.  a mortgage real estate investment trust  focuses primarily on originating and acquiring senior loans secured by commercial real estate (CRE) assets. The company is headquartered in New York  New York.,NYSE,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
KRG,Kite Realty Group Trust,Kite Realty Group Trust is a vertically integrated  full-service real estate investment trust (REIT) that provides communities with convenient and beneficial shopping experiences. ,NYSE,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
KRKR,36Kr Holdings Inc,36Kr Holdings Inc. provides business content and services to participants of the new economy in the People's Republic of China. The company is headquartered in Beijing  the People's Republic of China.,NASDAQ,Trade & Services,Services-Business Services  Nec,04/10/2021 21:00
KRMD,Repro Med Systems Inc,Repro Med Systems  Inc.  doing business as KORU Medical Systems  designs  manufactures  and markets portable medical devices primarily for the ambulatory infusion market in the United States and internationally. The company is headquartered in Chester  New York.,NASDAQ,Life Sciences,Surgical & Medical Instruments & Apparatus,04/10/2021 21:00
KRNL,Kernel Group Holdings Inc,Kernel Group Holdings  Inc. is a blank check company. The company is headquartered in San Francisco  California.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KRNLU,Kernel Group Holdings Inc,Kernel Group Holdings  Inc. is a blank check company. The company is headquartered in San Francisco  California.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KRNLW,Kernel Group Holdings Inc,Kernel Group Holdings  Inc. is a blank check company. The company is headquartered in San Francisco  California.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KRNT,Kornit Digital Ltd,Kornit Digital Ltd. develops  designs and markets digital printing solutions for the fashion  apparel and home decor segments of the printed textile industry globally. The company is headquartered in Rosh HaAyin  Israel.,NASDAQ,Technology,Printing Trades Machinery & Equipment,04/10/2021 21:00
KRNY,Kearny Financial Corp,Kearny Financial Corp. The company is headquartered in Fairfield  New Jersey.,NASDAQ,Finance,Savings Institution  Federally Chartered,04/10/2021 21:00
KRO,Kronos Worldwide Inc,Kronos Worldwide  Inc. produces and markets titanium dioxide (TiO2) pigments in Europe  North America  Asia Pacific  and internationally. The company is headquartered in Dallas  Texas.,NYSE,Life Sciences,Industrial Inorganic Chemicals,04/10/2021 21:00
KRON,Kronos Bio Inc,Kronos Bio  Inc.  a clinical-stage biopharmaceutical company  is focused on the discovery and development of new cancer therapies. The company is headquartered in San Mateo  California.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KROS,Keros Therapeutics Inc,Keros Therapeutics  Inc.  a clinical-stage biopharmaceutical company  focuses on the discovery  development and commercialization of novel treatments for patients suffering from hematological and musculoskeletal disorders with a great unmet medical need. The company is headquartered in Lexington  Massachusetts.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KRP,Kimbell Royalty Partners LP,Kimbell Royalty Partners  LP  acquires and owns mineral and royalty interests in oil and natural gas properties in the United States. The company is headquartered in Fort Worth  Texas.,NYSE,Energy & Transportation,Crude Petroleum & Natural Gas,04/10/2021 21:00
KRT,Karat Packaging Inc,Karat Packaging Inc. manufactures and distributes single-use disposable products in plastic  paper  biopolymers  and other compostable forms that are primarily used in restaurants and food service areas. The company is headquartered in Chino  California.,NASDAQ,Manufacturing,Plastics Products  Nec,04/10/2021 21:00
KRTX,Karuna Therapeutics Inc,Karuna Therapeutics  Inc.  a clinical-stage biopharmaceutical company  creates and delivers transformative drugs for people living with psychiatric and neurological conditions. The company is headquartered in Boston  Massachusetts.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KRUS,Kura Sushi USA Inc,Kura Sushi USA  Inc. operates Japanese restaurants with technology in the United States. The company is headquartered in Irvine  California.,NASDAQ,Trade & Services,Retail-Eating Places,04/10/2021 21:00
KRYS,Krystal Biotech Inc,Krystal Biotech  Inc.  a clinical-stage biotechnology company  is dedicated to the field of redosable gene therapy to treat serious rare diseases in the United States. The company is headquartered in Pittsburgh  Pennsylvania.,NASDAQ,Life Sciences,Biological Products  (No Disgnostic Substances),04/10/2021 21:00
KSI,Kadem Sustainable Impact Corporation,Kadem Sustainable Impact Corporation focuses on effecting a merger  stock exchange  asset acquisition  stock purchase  reorganization or similar business combination with one or more companies. The company is headquartered in New York  New York.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KSICU,Kadem Sustainable Impact Corporation,Kadem Sustainable Impact Corporation focuses on effecting a merger  stock exchange  asset acquisition  stock purchase  reorganization or similar business combination with one or more companies. The company is headquartered in New York  New York.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KSICW,Kadem Sustainable Impact Corporation,Kadem Sustainable Impact Corporation focuses on effecting a merger  stock exchange  asset acquisition  stock purchase  reorganization or similar business combination with one or more companies. The company is headquartered in New York  New York.,NASDAQ,Technology,General,04/10/2021 21:00
KSPN,Kaspien Holdings Inc,Kaspien Holdings Inc. operates a software and services platform in digital markets. The company is headquartered in Spokane  Washington.,NASDAQ,Trade & Services,Retail-Record & Prerecorded Tape Stores,04/10/2021 21:00
KSS,Kohl's Corporation,Kohl's Corporation is a retail company in the United States. The company is headquartered in Menomonee Falls  Wisconsin.,NYSE,Trade & Services,Retail-Department Stores,04/10/2021 21:00
KSU,Kansas City Southern,Kansas City Southern (KCS) is a Delaware-registered pure transportation holding company with railroad investments in the United States  Mexico  and Panama.,NYSE,Energy & Transportation,Railroads  Line-Haul Operating,04/10/2021 21:00
KT,KT Corporation,KT Corporation provides integrated telecommunications and platform services in Korea and internationally. The company is headquartered in Seongnam  South Korea.,NYSE,Technology,Telephone Communications (No Radiotelephone),04/10/2021 21:00
KTB,Kontoor Brands Inc,Kontoor Brands  Inc.  a lifestyle apparel company  designs  manufactures  acquires  markets and distributes apparel under the Wrangler and Lee brands in the United States and internationally. The company is headquartered in Greensboro  North Carolina.,NYSE,Manufacturing,Men'S & Boys' Furnishgs  Work Clothg  & Allied Garments,04/10/2021 21:00
KTCC,Key Tronic Corporation,Key Tronic Corporation  operating as KeyTronicEMS Co.  provides electronic manufacturing services and solutions (EMS) to original equipment manufacturers in the United States and internationally. The company is headquartered in Spokane Valley  Washington.,NASDAQ,Technology,Computer Peripheral Equipment  Nec,04/10/2021 21:00
KTH,Corts Trust For Peco Energy Capital Trust III,None,NYSE,Technology,General,04/10/2021 21:00
KTN,Credit-Enhanced Corts Trust Aon,None,NYSE,Technology,General,04/10/2021 21:00
KTOS,Kratos Defense & Security Solutions Inc,Kratos Defense & Security Solutions  Inc. is a government contractor for the US Department of Defense. The company is headquartered in San Diego  California.,NASDAQ,Manufacturing,Guided Missiles & Space Vehicles & Parts,04/10/2021 21:00
KTRA,Kintara Therapeutics Inc,Kintara Therapeutics  Inc.  a clinical-stage drug development company  focuses on developing and commercializing cancer therapies to treat cancer patients. The company is headquartered in San Diego  California.,NASDAQ,Life Sciences,Specialty Cleaning  Polishing And Sanitation Preparations,04/10/2021 21:00
KUKE,Kuke Music Holding Limited,Kuke Music Holding Limited provides classical music education  subscription and licensing services in China. The company is headquartered in Beijing  China.,NYSE,Trade & Services,Services-Educational Services,04/10/2021 21:00
KULR,KULR Technology Group Inc,KULR Technology Group  Inc.  through its subsidiary  KULR Technology Corporation  develops and markets thermal management technologies for batteries  electronics  and other component applications in the United States. The company is headquartered in Campbell  California.,NYSE MKT,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KURA,Kura Oncology Inc,Kura Oncology  Inc.  a clinical-stage biopharmaceutical company  develops drugs for the treatment of cancer in the United States. The company is headquartered in San Diego  California.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KURI,Alkuri Global Acquisition Corp,Alkuri Global Acquisition Corp. The company is headquartered in Nashville  Tennessee.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KURIU,Alkuri Global Acquisition Corp,Alkuri Global Acquisition Corp. The company is headquartered in Nashville  Tennessee.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KURIW,Alkuri Global Acquisition Corp,ARK Global Acquisition Corp. The company is headquartered in Nashville  Tennessee.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KVHI,KVH Industries Inc,KVH Industries  Inc. designs  develops  manufactures  and markets mobile connectivity products and services for the land and marine mobile markets in the United States and internationally. The company is headquartered in Middletown  Rhode Island.,NASDAQ,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,04/10/2021 21:00
KVSA,Khosla Ventures Acquisition Co,Khosla Ventures Acquisition Co. focuses on effecting a merger  capital stock exchange  asset acquisition  stock purchase  reorganization or similar business combination with one or more companies. The company is headquartered in Menlo Park  California.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KVSB,Khosla Ventures Acquisition Co. II,Khosla Ventures Acquisition Co. II intends to effect a merger  share exchange  asset acquisition  share purchase  reorganization or similar business combination with one or more companies or entities. The company is headquartered in Menlo Park  California.,NASDAQ,Technology,Services-Computer Programming  Data Processing  Etc.,04/10/2021 21:00
KVSC,Khosla Ventures Acquisition Co. III,Khosla Ventures Acquisition Co. III intends to effect a merger  share exchange  asset acquisition  share purchase  reorganization or similar business combination with one or more companies or entities. The company is headquartered in Menlo Park  California.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KW,Kennedy-Wilson Holdings Inc,Kennedy-Wilson Holdings  Inc. is a real estate investment company. The company is headquartered in Beverly Hills  California.,NYSE,Real Estate & Construction,Real Estate,04/10/2021 21:00
KWAC,Kingswood Acquisition Corp,None,NYSE,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KWR,Quaker Chemical Corporation,Quaker Chemical Corporation develops  produces and markets a variety of specialty chemicals formulated for a wide range of heavy manufacturing and industrial applications. The company is headquartered in Conshohocken  Pennsylvania.,NYSE,Energy & Transportation,Miscellaneous Products Of Petroleum & Coal,04/10/2021 21:00
KXIN,Kaixin Auto Holdings,Kaixin Auto Holdings is a used car dealer in the People's Republic of China. The company is headquartered in Beijing  the People's Republic of China.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
KYMR,Kymera Therapeutics Inc,Kymera Therapeutics  Inc.  a biopharmaceutical company  is focused on discovering and developing new small molecule treatments that selectively break down disease-causing proteins by harnessing the body's own natural protein breakdown system. The company is headquartered in Watertown  Massachusetts.,NASDAQ,Life Sciences,Biological Products  (No Disgnostic Substances),04/10/2021 21:00
KZIA,Kazia Therapeutics Limited,Kazia Therapeutics Limited  a biotechnology company focused on oncology  develops anticancer drugs. The company is headquartered in Sydney  Australia.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
KZR,Kezar Life Sciences Inc,Kezar Life Sciences  Inc.  a clinical-stage biotechnology company  is dedicated to the discovery and development of new small molecule therapies to address the unmet needs in immune-mediated diseases and cancer in the United States. The company is headquartered in South San Francisco  California.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
L,Loews Corporation,Loews Corporation is an American conglomerate headquartered in New York City. The company's majority-stake holdings include CNA Financial Corporation  Diamond Offshore Drilling  Boardwalk Pipeline Partners  Loews Hotels and Altium Packaging.,NYSE,Finance,Fire  Marine & Casualty Insurance,04/10/2021 21:00
LAAA,Lakeshore Acquisition I Corp. Ordinary Shares,None,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
LAAAW,Lakeshore Acquisition I Corp. Warrant,None,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
LABP,Landos Biopharma Inc,Landos Biopharma  Inc.  a clinical-stage biopharmaceutical company  discovers and develops oral therapies for patients with autoimmune diseases. The company is headquartered in Blacksburg  Virginia.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
LAC,Lithium Americas Corp,Lithium Americas Corp. The company is headquartered in Vancouver  Canada.,NYSE,Energy & Transportation,Metal Mining,04/10/2021 21:00
LAD,Lithia Motors Inc,Lithia Motors  Inc. is an automobile retailer in the United States. The company is headquartered in Medford  Oregon.,NYSE,Trade & Services,Retail-Auto Dealers & Gasoline Stations,04/10/2021 21:00
LADR,Ladder Capital Corp,Ladder Capital Corp is a real estate investment trust in the United States. The company is headquartered in New York  New York.,NYSE,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
LAIX,LAIX Inc,LAIX Inc.  an artificial intelligence (AI) company  provides online English learning products and services in the People's Republic of China. The company is headquartered in Shanghai  the People's Republic of China.,NYSE,Trade & Services,Services-Educational Services,04/10/2021 21:00
LAKE,Lakeland Industries Inc,Lakeland Industries  Inc. manufactures and sells industrial protective clothing and accessories for the industrial and public protective clothing market worldwide. The company is headquartered in Decatur  Alabama.,NASDAQ,Life Sciences,Orthopedic  Prosthetic & Surgical Appliances & Supplies,04/10/2021 21:00
LAMR,Lamar Advertising Company (REIT),Founded in 1902  Lamar Advertising (Nasdaq: LAMR) is one of the largest outdoor advertising companies in North America  with more than 357 500 displays in the United States and Canada. ,NASDAQ,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation manufactures and markets specialty food products for the retail and foodservice markets in the United States. The company is headquartered in Westerville  Ohio.,NASDAQ,Manufacturing,Canned  Frozen & Preservd Fruit  Veg & Food Specialties,04/10/2021 21:00
LAND,Gladstone Land Corporation,Founded in 1997  Gladstone Land is a publicly traded real estate investment trust that acquires and owns agricultural land and agriculture-related properties located in major US agricultural markets and rents its properties to unrelated outside farmers. ,NASDAQ,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
LANDM,Gladstone Land Corporation,Founded in 1997  Gladstone Land is a publicly traded real estate investment trust that acquires and owns agricultural land and agriculture-related properties located in major US agricultural markets and rents its properties to unrelated outside farmers. ,NASDAQ,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
LANDO,Gladstone Land Corporation,Founded in 1997  Gladstone Land is a publicly traded real estate investment trust that acquires and owns agricultural land and agriculture-related properties located in major US agricultural markets and rents its properties to unrelated outside farmers. ,NASDAQ,Real Estate & Construction,Real Estate Investment Trusts,04/10/2021 21:00
LARK,Landmark Bancorp Inc,Landmark Bancorp  Inc. is the financial holding company for Landmark National Bank providing various banking and financial services to its local communities. The company is headquartered in Manhattan  Kansas.,NASDAQ,Finance,National Commercial Banks,04/10/2021 21:00
LASR,nLIGHT Inc,nLIGHT  Inc. designs  develops  manufactures and sells fiber and semiconductor lasers for industrial  microfabrication  aerospace and defense applications. The company is headquartered in Vancouver  Washington.,NASDAQ,Manufacturing,Semiconductors & Related Devices,04/10/2021 21:00
LATN,Union Acquisition Corp. II,Union Acquisition Corp. The company is headquartered in Miami  Florida.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
LATNW,Union Acquisition Corp. II,None,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
LAUR,Laureate Education Inc,Laureate Education  Inc. offers higher education programs and services to students through a network of universities and institutions of higher education. The company is headquartered in Baltimore  Maryland.,NASDAQ,Trade & Services,Services-Educational Services,04/10/2021 21:00
LAW,CS Disco  Inc.,CS Disco  Inc.  a legal technology company  offers artificial intelligence and cloud computing solutions that help attorneys and legal teams solve their clients' legal problems. The company is headquartered in Austin  Texas.,NYSE,Technology,General,04/10/2021 21:00
LAWS,Lawson Products Inc,Lawson Products  Inc. distributes products and services to the industrial  commercial  institutional and government operations  repair and maintenance market in the United States and Canada. The company is headquartered in Chicago  Illinois.,NASDAQ,Trade & Services,Wholesale-Machinery  Equipment & Supplies,04/10/2021 21:00
LAZ,Lazard Ltd,Lazard Ltd  is a financial advisory and asset management firm in North America  Europe  Asia  Australia  and Central and South America. The company is headquartered in Hamilton  Bermuda.,NYSE,Finance,Investment Advice,04/10/2021 21:00
LAZR,Luminar Technologies Inc,Luminar Technologies  Inc. is a vehicle sensor and software company for passenger cars and commercial trucks. The company is headquartered in Orlando  Florida.,NASDAQ,Real Estate & Construction,Blank Checks,04/10/2021 21:00
LAZY,Lazydays Holdings Inc,Lazydays Holdings  Inc. operates recreational vehicle (RV) dealerships under the Lazydays name in the United States. The company is headquartered in Seffner  Florida.,NASDAQ,Trade & Services,Retail-Auto Dealers & Gasoline Stations,04/10/2021 21:00
LBAI,Lakeland Bancorp Inc,Lakeland Bancorp  Inc. is the banking holding company for Lakeland Bank offering a variety of banking products and services for individuals and small and medium-sized businesses. The company is headquartered in Oak Ridge  New Jersey.,NASDAQ,Finance,State Commercial Banks,04/10/2021 21:00
LBC,Luther Burbank Corporation,Luther Burbank Corporation is the banking holding company for Luther Burbank Savings offering various banking products and services to real estate investors  professionals  entrepreneurs  high net worth individuals  depositors and business enterprises. The company is headquartered in Santa Rosa  California.,NASDAQ,Finance,State Commercial Banks,04/10/2021 21:00
LBPH,Longboard Pharmaceuticals Inc,Longboard Pharmaceuticals  Inc.  a clinical-stage biopharmaceutical company  focuses on the development of drugs for neurological diseases. The company is headquartered in San Diego  California.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
LBPS,4D pharma plc,4D pharma plc  is dedicated to the research  development and production of live biotherapeutic products. The company is headquartered in Leeds  the United Kingdom.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
LBPSW,4D pharma plc,4D pharma plc  is dedicated to the research  development and production of live biotherapeutic products. The company is headquartered in Leeds  the United Kingdom.,NASDAQ,Life Sciences,Pharmaceutical Preparations,04/10/2021 21:00
LBRDA,Liberty Broadband Corporation,Liberty Broadband Corporation  a cable operator  provides video  Internet and voice services to residential and small and medium business customers in the United States. The company is headquartered in Englewood  Colorado.,NASDAQ,Technology,Cable & Other Pay Television Services,04/10/2021 21:00
LBRDK,Liberty Broadband Corporation,Liberty Broadband Corporation  a cable operator  provides video  Internet and voice services to residential and small and medium business customers in the United States. The company is headquartered in Englewood  Colorado.,NASDAQ,Technology,Cable & Other Pay Television Services,04/10/2021 21:00
LBRDP,Liberty Broadband Corporation,Liberty Broadband Corporation  a cable operator  provides video  Internet and voice services to residential and small and medium business customers in the United States. The company is headquartered in Englewood  Colorado.,NASDAQ,Technology,Cable & Other Pay Television Services,04/10/2021 21:00
LBRT,Liberty Oilfield Services Inc,Liberty Oilfield Services Inc. provides hydraulic fracturing and cabling services and related goods to onshore oil and natural gas exploration and production companies in North America. The company is headquartered in Denver  Colorado.,NYSE,Energy & Transportation,Oil & Gas Field Services  Nec,04/10/2021 21:00
LBTYA,Liberty Global plc,Liberty Global plc provides broadband Internet  video  landline telephony and mobile communications services to residential and business customers. The company is headquartered in London  the United Kingdom.,NASDAQ,Technology,Cable & Other Pay Television Services,04/10/2021 21:00
